Genes,caudate,cerebral cortex,hippocampus,hypothalamus,Norm_Symbol
CASP6,2,2,2,0,CASP6
TRPV5,1,1,1,0,TRPV5
OSBPL1A,2,2,2,0,OSBPL1A
ITGB4,3,3,3,0,ITGB4
MAP1B,2,3,2,0,MAP1B
GAGE12C,2,2,1,0,GAGE12C
THUMPD3,0,0,0,0,THUMPD3
SPRR1A,0,1,2,0,SPRR1A
IL33,0,0,0,0,IL33
ADRA2B,1,0,0,0,ADRA2B
GALNT12,2,2,2,0,GALNT12
NCOR2,0,0,0,0,NCOR2
CCT5,3,3,3,0,CCT5
NR1D2,1,2,0,0,NR1D2
LCE6A,0,2,2,0,LCE6A
NAIP,0,0,0,0,NAIP
MIA3,2,2,2,0,MIA3
CA6,0,0,0,0,CA6
XCL1,3,3,3,0,XCL1
UBL7,0,1,0,0,UBL7
FAM155A,1,0,1,0,FAM155A
ABCC10,2,2,2,0,ABCC10
TBC1D2B,2,2,2,0,TBC1D2B
FKBPL,3,3,3,0,FKBPL
EBAG9,2,3,3,0,EBAG9
FBXW8,0,0,0,0,FBXW8
PLGRKT,0,0,0,0,PLGRKT
MTREX,0,0,0,0,MTREX
FAM53A,1,1,2,0,FAM53A
ZFX,2,2,2,0,ZFX
OTUD5,3,1,2,0,OTUD5
CHCHD1,3,3,3,0,CHCHD1
MND1,0,0,0,0,MND1
MED12,2,2,2,0,MED12
NMNAT2,3,3,3,0,NMNAT2
CIAO3,0,0,0,0,CIAO3
ANKRD1,1,3,3,0,ANKRD1
MCUB,1,2,1,0,MCUB
CYP4B1,2,2,2,0,CYP4B1
SCRG1,0,0,0,0,SCRG1
SCN4B,2,0,1,0,SCN4B
PXN,2,2,2,0,PXN
TSC2,0,0,0,0,TSC2
PIP4K2A,2,2,0,0,PIP4K2A
CYP2E1,1,2,2,0,CYP2E1
CTSS,2,2,2,0,CTSS
ZNF503,0,0,0,0,ZNF503
METTL7B,3,3,2,0,METTL7B
PSMD10,0,0,0,0,PSMD10
ITGB2,1,1,1,0,ITGB2
HSPH1,2,3,1,0,HSPH1
TMED3,1,1,1,0,TMED3
PSMD1,0,1,1,0,PSMD1
TBC1D3L,0,0,2,0,TBC1D3L
CNOT2,1,2,2,0,CNOT2
MYO5C,2,2,1,0,MYO5C
TTR,1,2,1,0,TTR
SLC26A4,3,3,3,0,SLC26A4
PFDN5,0,0,0,0,PFDN5
SCLT1,0,0,0,0,SCLT1
CPNE8,2,1,2,0,CPNE8
SIPA1L1,1,2,1,0,SIPA1L1
ZC3H12C,1,1,1,0,ZC3H12C
DTX3,1,1,0,0,DTX3
BNIP2,0,2,2,0,BNIP2
HDHD2,2,1,1,0,HDHD2
SH2D4A,0,0,0,0,SH2D4A
BAAT,2,2,2,0,BAAT
TSKU,0,1,0,0,TSKU
ZNF638,0,0,0,0,ZNF638
LEF1,2,1,2,0,LEF1
JAK1,0,0,0,0,JAK1
TBX19,0,1,0,0,TBX19
CBR4,1,2,2,0,CBR4
IDH3A,0,0,0,0,IDH3A
CHCHD5,3,3,3,0,CHCHD5
PNMA1,2,2,1,0,PNMA1
NUP153,2,2,2,0,NUP153
FAM166A,3,3,2,0,FAM166A
NOL11,3,3,3,0,NOL11
MKI67,2,3,2,0,MKI67
CCDC28A,0,1,0,0,CCDC28A
ZNF830,2,2,1,0,ZNF830
AS3MT,0,0,0,0,AS3MT
RNASE7,3,2,2,0,RNASE7
TM4SF18,0,0,0,0,TM4SF18
HOXD4,0,0,0,0,HOXD4
GPRASP2,0,0,0,0,GPRASP2
NTNG2,0,0,0,0,NTNG2
WASF2,0,1,1,0,WASF2
ZNF251,0,2,0,0,ZNF251
IQCE,2,2,2,0,IQCE
SCGB1A1,0,0,0,0,SCGB1A1
VSIG4,2,2,2,0,VSIG4
OSTF1,1,2,2,0,OSTF1
ACBD4,0,0,1,0,ACBD4
AGTRAP,0,0,0,0,AGTRAP
PRKACG,1,2,1,0,PRKACG
SF3A2,0,0,0,0,SF3A2
CRACR2B,0,0,0,0,CRACR2B
SCARB2,0,0,0,0,SCARB2
H3C11,1,0,0,0,H3C11
NCBP3,2,3,2,0,NCBP3
ADAP1,2,2,3,0,ADAP1
TRIB3,1,2,1,0,TRIB3
NUSAP1,0,0,0,0,NUSAP1
EVPL,0,0,0,0,EVPL
ZBED4,1,3,1,0,ZBED4
H4C7,0,1,1,0,H4C7
PMS2,1,3,1,0,PMS2
THAP2,2,0,2,0,THAP2
LARS1,0,0,0,0,LARS1
FANCI,2,2,2,0,FANCI
TAFA3,1,3,2,0,TAFA3
DNAJA2,1,1,1,0,DNAJA2
NDUFA10,3,3,2,0,NDUFA10
MATN2,0,2,2,0,MATN2
CLEC4M,2,2,1,0,CLEC4M
PGR,2,2,2,0,PGR
ACYP1,3,2,3,0,ACYP1
GPX2,3,3,3,0,GPX2
C7orf50,0,1,2,0,C7orf50
COLEC11,0,0,0,0,COLEC11
CALB2,1,2,2,0,CALB2
FIGNL1,3,3,2,0,FIGNL1
FNDC8,0,0,0,0,FNDC8
IGBP1,1,2,1,0,IGBP1
MGAM2,2,0,2,0,MGAM2
GRM6,0,0,0,0,GRM6
CLCA2,1,2,1,0,CLCA2
REST,2,1,1,0,REST
CLPS,3,3,3,0,CLPS
NFKB1,1,0,1,0,NFKB1
WDR48,3,3,2,0,WDR48
DCAF11,0,0,0,0,DCAF11
NUP88,0,0,0,0,NUP88
SUPT6H,1,3,0,0,SUPT6H
PGLS,0,0,0,0,PGLS
DDO,2,2,2,0,DDO
UCN,0,0,0,0,UCN
WDHD1,1,1,0,0,WDHD1
GALNT8,3,3,3,0,GALNT8
OBSCN,2,3,2,0,OBSCN
DDX6,1,2,1,0,DDX6
SLC9A2,1,1,1,0,SLC9A2
SDCBP,0,0,0,0,SDCBP
MAPT,0,1,1,0,MAPT
GAB2,2,2,2,0,GAB2
STC1,1,2,2,0,STC1
SLC16A8,3,3,3,0,SLC16A8
ARHGAP28,0,0,0,0,ARHGAP28
NDRG3,0,0,1,0,NDRG3
BHLHA15,2,2,0,0,BHLHA15
C4orf19,0,0,0,0,C4orf19
C6,2,3,3,0,C6
DLD,0,0,0,0,DLD
AKT3,0,0,0,0,AKT3
LGMN,2,2,2,0,LGMN
MYOF,1,1,1,0,MYOF
SPINK4,1,1,2,0,SPINK4
LAP3,3,2,2,0,LAP3
INIP,0,0,0,0,INIP
CDC42SE1,0,0,0,0,CDC42SE1
SSC5D,0,2,0,0,SSC5D
MRPL23,0,0,0,0,MRPL23
MOB4,0,0,1,0,MOB4
P2RX4,3,3,3,0,P2RX4
HLA-DMB,0,0,0,0,HLA-DMB
NVL,1,1,1,0,NVL
POMC,0,2,2,0,POMC
CAMSAP2,0,1,0,0,CAMSAP2
MPHOSPH8,0,1,0,0,MPHOSPH8
NTRK3,2,1,1,0,NTRK3
NCAM2,2,2,1,0,NCAM2
HAUS5,1,1,2,0,HAUS5
PCTP,2,2,2,0,PCTP
ACKR1,1,1,1,0,ACKR1
GORASP2,0,0,0,0,GORASP2
H2BC21,0,1,0,0,H2BC21
H4C13,0,0,0,0,H4C13
SFXN2,1,2,1,0,SFXN2
BAIAP2,2,3,3,0,BAIAP2
CECR2,2,1,2,0,CECR2
STXBP6,0,0,0,0,STXBP6
APOBEC3G,1,1,0,0,APOBEC3G
TLR7,0,0,0,0,TLR7
SPAG11B,0,0,0,0,SPAG11B
PRR15L,0,1,1,0,PRR15L
CEP68,0,0,0,0,CEP68
FN3K,1,1,1,0,FN3K
TPMT,1,2,2,0,TPMT
ACVR1C,1,2,1,0,ACVR1C
USP15,3,3,3,0,USP15
RAD17,2,1,1,0,RAD17
GOLIM4,2,2,0,0,GOLIM4
SLC10A6,2,2,2,0,SLC10A6
MYRFL,1,2,1,0,MYRFL
DNTTIP2,1,2,2,0,DNTTIP2
KNL1,2,2,2,0,KNL1
ALG9,0,1,0,0,ALG9
RNASE3,2,2,2,0,RNASE3
ACAT1,1,2,2,0,ACAT1
POR,2,2,2,0,POR
MYL4,1,1,1,0,MYL4
BHMT,1,2,0,0,BHMT
DNAJC10,0,2,1,0,DNAJC10
BBX,0,0,0,0,BBX
SIRPD,3,3,3,0,SIRPD
CFAP206,2,0,1,0,CFAP206
SLC5A5,0,0,0,0,SLC5A5
SIPA1L2,0,0,0,0,SIPA1L2
CEP290,2,3,1,0,CEP290
DDX21,1,0,0,0,DDX21
CAV3,1,2,1,0,CAV3
PPCS,0,0,0,0,PPCS
SLITRK1,0,0,0,0,SLITRK1
UBE3C,3,3,3,0,UBE3C
LGSN,0,0,0,0,LGSN
LAMB3,0,0,0,0,LAMB3
LRPAP1,2,3,3,0,LRPAP1
CFAP54,1,1,1,0,CFAP54
TUFM,0,0,0,0,TUFM
MUC13,2,3,2,0,MUC13
PLXNA4,0,0,0,0,PLXNA4
HAX1,0,0,0,0,HAX1
IL17RA,0,3,2,0,IL17RA
PLA2G12A,0,0,0,0,PLA2G12A
LIPE,0,0,0,0,LIPE
LRP1B,2,2,2,0,LRP1B
RERG,3,3,3,0,RERG
TGDS,2,2,1,0,TGDS
SLC2A2,2,0,0,0,SLC2A2
NUP210L,1,2,1,0,NUP210L
FER,0,1,0,0,FER
ADAT2,3,3,3,0,ADAT2
AFG1L,0,0,0,0,AFG1L
DHRS1,1,2,2,0,DHRS1
IL18BP,2,2,2,0,IL18BP
CD8A,1,2,2,0,CD8A
FASTKD5,0,0,0,0,FASTKD5
REG1B,3,3,3,0,REG1B
GRIN2A,3,3,3,0,GRIN2A
RPS9,2,2,1,0,RPS9
BAG2,0,0,0,0,BAG2
MTG2,1,0,0,0,MTG2
TRAPPC3,1,3,1,0,TRAPPC3
FAT1,2,2,2,0,FAT1
CCP110,0,0,0,0,CCP110
HCN1,3,3,2,0,HCN1
RIMBP3B,1,1,1,0,RIMBP3B
NDC1,0,0,0,0,NDC1
ARHGEF9,0,0,0,0,ARHGEF9
HOXA11,0,0,0,0,HOXA11
SYNPO2,0,0,0,0,SYNPO2
CD59,1,2,1,0,CD59
ACACB,0,0,0,0,ACACB
PREX1,0,1,1,0,PREX1
SMARCA2,0,1,0,0,SMARCA2
FCHO2,0,0,0,0,FCHO2
AWAT2,0,0,0,0,AWAT2
COBLL1,2,2,2,0,COBLL1
MAIP1,0,0,0,0,MAIP1
GPAT3,2,2,2,0,GPAT3
CCL17,2,2,3,0,CCL17
EHHADH,0,0,0,0,EHHADH
NEK4,0,0,0,0,NEK4
PTGDS,0,0,0,0,PTGDS
IGFALS,0,0,0,0,IGFALS
H3-3B,2,1,2,0,H3-3B
PRKCI,0,2,2,0,PRKCI
NUCB2,1,2,2,0,NUCB2
NUDT22,2,1,2,0,NUDT22
UCKL1,0,0,0,0,UCKL1
REP15,3,3,3,0,REP15
SLC22A11,1,1,0,0,SLC22A11
FDPS,1,1,1,0,FDPS
UBE2M,3,3,3,0,UBE2M
CBWD1,2,2,2,0,CBWD1
KRT16,2,2,3,0,KRT16
GKAP1,0,0,0,0,GKAP1
FADD,2,2,2,0,FADD
FTH1,1,2,1,0,FTH1
APOL6,2,3,2,0,APOL6
MAPRE1,0,0,0,0,MAPRE1
P3H3,2,3,3,0,P3H3
BAG6,2,2,2,0,BAG6
PSMC3IP,0,0,0,0,PSMC3IP
CA8,1,2,1,0,CA8
PDIA4,0,0,0,0,PDIA4
ARFIP1,0,0,0,0,ARFIP1
NEDD4L,2,2,2,0,NEDD4L
IL1R1,0,1,2,0,IL1R1
FAM111A,2,3,2,0,FAM111A
SRA1,3,3,0,0,SRA1
ZFPM1,2,2,2,0,ZFPM1
CD69,0,0,0,0,CD69
CYP21A2,1,1,1,0,CYP21A2
PDLIM2,1,2,2,0,PDLIM2
SPDL1,0,0,0,0,SPDL1
CDR2L,1,2,2,0,CDR2L
AKAP5,2,2,2,0,AKAP5
SMAD9,0,0,0,0,SMAD9
SLAIN2,3,3,3,0,SLAIN2
BLOC1S2,2,2,2,0,BLOC1S2
ARV1,0,0,0,0,ARV1
GPM6A,2,2,2,0,GPM6A
SLC30A9,0,1,0,0,SLC30A9
NCLN,2,2,2,0,NCLN
NAXE,0,0,0,0,NAXE
ABAT,1,2,2,0,ABAT
AQP10,0,0,0,0,AQP10
PTH1R,2,3,2,0,PTH1R
LZIC,0,0,0,0,LZIC
ABRAXAS2,1,2,0,0,ABRAXAS2
CAPZA1,1,3,2,0,CAPZA1
MAN1B1,0,0,0,0,MAN1B1
SLC9A4,0,0,0,0,SLC9A4
MVP,1,3,2,0,MVP
ZNF207,3,3,2,0,ZNF207
CYB5R3,0,0,0,0,CYB5R3
LPA,0,0,0,0,LPA
DNAJC7,2,2,2,0,DNAJC7
AKR1B1,1,1,0,0,AKR1B1
WDR47,0,0,0,0,WDR47
ID3,1,1,1,0,ID3
KLHDC2,0,0,0,0,KLHDC2
S100A14,2,1,1,0,S100A14
ETF1,1,2,1,0,ETF1
TMEM115,0,0,0,0,TMEM115
MAOA,0,0,0,0,MAOA
ZWINT,1,0,1,0,ZWINT
CCDC51,1,0,1,0,CCDC51
NRL,1,1,1,0,NRL
SPANXA1,2,1,2,0,SPANXA1
RABEP1,0,1,0,0,RABEP1
CCDC50,1,2,0,0,CCDC50
ATP8A2,3,3,3,0,ATP8A2
DYNC1I2,0,1,0,0,DYNC1I2
UBXN1,2,1,2,0,UBXN1
MAML1,0,0,0,0,MAML1
SF1,0,0,0,0,SF1
MS4A8,0,0,0,0,MS4A8
CIAO2A,3,2,1,0,CIAO2A
SIRT7,0,0,0,0,SIRT7
CST2,2,2,2,0,CST2
GALNT3,1,1,1,0,GALNT3
HCRTR2,2,3,3,0,HCRTR2
PLD4,1,2,1,0,PLD4
GAGE2A,1,1,2,0,GAGE2A
LUC7L2,1,1,1,0,LUC7L2
NOP14,0,0,1,0,NOP14
UBXN4,0,0,1,0,UBXN4
CENPU,0,1,1,0,CENPU
SLC26A11,1,0,1,0,SLC26A11
HTR7,0,0,0,0,HTR7
CCT7,0,0,0,0,CCT7
DAXX,2,0,0,0,DAXX
CFAP97D1,3,3,3,0,CFAP97D1
PIR,1,1,1,0,PIR
MYH1,2,1,2,0,MYH1
NME5,2,2,2,0,NME5
GCNT2,1,2,2,0,GCNT2
RCSD1,2,2,2,0,RCSD1
PCLO,1,1,2,0,PCLO
CT47A10,3,3,0,0,CT47A10
CLEC2L,0,0,0,0,CLEC2L
AMY2B,0,0,0,0,AMY2B
NXT2,1,1,1,0,NXT2
ADGRE5,2,0,0,0,ADGRE5
CARMIL1,3,1,2,0,CARMIL1
LCP2,2,1,1,0,LCP2
IMMP2L,2,2,0,0,IMMP2L
SLC28A1,0,0,0,0,SLC28A1
CDK17,2,0,0,0,CDK17
MFF,3,3,3,0,MFF
PIWIL4,0,0,0,0,PIWIL4
RNF167,1,2,1,0,RNF167
SIGLEC10,1,0,1,0,SIGLEC10
NUP155,0,1,0,0,NUP155
PCDHGC3,2,3,2,0,PCDHGC3
ANKRD54,0,2,1,0,ANKRD54
RCAN3,2,3,2,0,RCAN3
DDX1,2,2,2,0,DDX1
ENOPH1,1,2,2,0,ENOPH1
SNX10,0,2,1,0,SNX10
CDKN1B,0,0,0,0,CDKN1B
CAMKK1,2,1,1,0,CAMKK1
GALNS,3,3,2,0,GALNS
TMED9,0,0,0,0,TMED9
GRIN2B,0,2,2,0,GRIN2B
ALG3,1,1,1,0,ALG3
RPL37A,1,1,1,0,RPL37A
PLA2G4C,2,2,2,0,PLA2G4C
USP10,3,3,3,0,USP10
PDSS2,0,1,0,0,PDSS2
UBE3B,0,0,0,0,UBE3B
PDS5A,2,1,2,0,PDS5A
MID1,0,0,0,0,MID1
PITRM1,0,0,0,0,PITRM1
PNMA3,1,2,1,0,PNMA3
RPH3A,1,1,1,0,RPH3A
FHIT,0,0,0,0,FHIT
HSBP1L1,2,3,3,0,HSBP1L1
OMG,2,2,2,0,OMG
IL17C,2,2,0,0,IL17C
AGT,2,2,3,0,AGT
SASH3,2,3,0,0,SASH3
BMI1,0,1,0,0,BMI1
ABHD16A,0,0,0,0,ABHD16A
PLA2G4F,2,1,2,0,PLA2G4F
LYSMD4,0,0,0,0,LYSMD4
LARS2,2,2,1,0,LARS2
MRPL45,0,0,0,0,MRPL45
OPRD1,0,0,0,0,OPRD1
LAPTM5,0,1,1,0,LAPTM5
EIF2AK4,0,0,0,0,EIF2AK4
SQOR,0,0,0,0,SQOR
LCN9,2,2,1,0,LCN9
MCOLN3,3,3,3,0,MCOLN3
SEMA4D,0,2,2,0,SEMA4D
LARP1,0,0,0,0,LARP1
INTU,2,3,0,0,INTU
TMEM208,1,2,0,0,TMEM208
CDK2,2,2,0,0,CDK2
PTPRCAP,0,0,0,0,PTPRCAP
GAS2,2,2,2,0,GAS2
ROPN1B,2,2,2,0,ROPN1B
SCARA5,0,0,0,0,SCARA5
NGDN,0,0,0,0,NGDN
RACGAP1,0,0,0,0,RACGAP1
PTH,2,2,1,0,PTH
SHE,0,0,0,0,SHE
POLR3B,2,0,0,0,POLR3B
FAM207A,1,2,2,0,FAM207A
INHA,2,3,2,0,INHA
EXOSC3,2,2,2,0,EXOSC3
FGB,1,3,1,0,FGB
ENTR1,0,0,0,0,ENTR1
CPT1A,0,0,0,0,CPT1A
DNASE1,0,0,0,0,DNASE1
KIAA1614,2,2,1,0,KIAA1614
TIMM8A,1,3,3,0,TIMM8A
FRAT1,2,3,2,0,FRAT1
TIMM44,0,0,0,0,TIMM44
OLFML2B,0,0,0,0,OLFML2B
FKBP15,0,1,0,0,FKBP15
KCNJ5,0,0,0,0,KCNJ5
FSBP,0,0,0,0,FSBP
ITPK1,2,3,3,0,ITPK1
CAMK2G,0,0,0,0,CAMK2G
SND1,0,1,1,0,SND1
C6orf118,2,2,2,0,C6orf118
KRT13,0,0,0,0,KRT13
KAAG1,0,1,1,0,KAAG1
TM9SF1,2,2,3,0,TM9SF1
EMC4,0,0,0,0,EMC4
SPDYE4,0,1,0,0,SPDYE4
TNFAIP3,1,2,1,0,TNFAIP3
ZNF3,2,2,2,0,ZNF3
LANCL3,2,3,3,0,LANCL3
NIPAL4,2,2,2,0,NIPAL4
DNMT3B,2,2,2,0,DNMT3B
INPP4B,2,3,3,0,INPP4B
RAD9A,0,1,0,0,RAD9A
IL17RB,0,0,0,0,IL17RB
CRHR1,0,0,0,0,CRHR1
CCND3,0,0,0,0,CCND3
TP53I3,0,0,0,0,TP53I3
ATAT1,0,0,0,0,ATAT1
EHF,0,1,0,0,EHF
SYNPO2L,0,0,0,0,SYNPO2L
MRPS15,2,3,2,0,MRPS15
TRAIP,1,1,0,0,TRAIP
PIN4,1,1,2,0,PIN4
PGM5,0,0,0,0,PGM5
USP2,1,1,1,0,USP2
GRK5,0,0,0,0,GRK5
HMGN2,0,0,0,0,HMGN2
GSTO2,1,1,1,0,GSTO2
SKOR1,0,0,0,0,SKOR1
HNMT,3,3,3,0,HNMT
CCDC89,0,0,0,0,CCDC89
CEP72,1,2,1,0,CEP72
SNX9,2,2,2,0,SNX9
SLC43A1,0,0,0,0,SLC43A1
MRPS18B,0,2,1,0,MRPS18B
WDR83OS,0,0,0,0,WDR83OS
ABCF1,0,0,0,0,ABCF1
BMP1,1,2,1,0,BMP1
GTPBP2,0,0,0,0,GTPBP2
COL9A1,1,0,1,0,COL9A1
LIPA,3,3,3,0,LIPA
PTH2R,3,3,3,0,PTH2R
SLC13A1,1,2,1,0,SLC13A1
MYL12B,2,2,2,0,MYL12B
UBE2D1,2,0,2,0,UBE2D1
SCRN2,0,0,0,0,SCRN2
RUFY2,3,2,0,0,RUFY2
CTAG1A,2,2,2,0,CTAG1A
BICD2,2,2,2,0,BICD2
AQP9,1,2,1,0,AQP9
TKTL1,0,0,0,0,TKTL1
C1orf87,2,2,2,0,C1orf87
CREB3L1,2,3,2,0,CREB3L1
HVCN1,0,0,0,0,HVCN1
LRMP,0,0,0,0,LRMP
TMEM97,0,0,0,0,TMEM97
FAHD1,0,0,0,0,FAHD1
PAGE2B,0,0,0,0,PAGE2B
H3C4,2,3,3,0,H3C4
LAMC2,3,3,3,0,LAMC2
GPR82,1,2,1,0,GPR82
REG3A,0,0,0,0,REG3A
TLN1,1,1,0,0,TLN1
UBA2,1,0,1,0,UBA2
EEF2,1,0,0,0,EEF2
LMOD2,0,0,0,0,LMOD2
RADIL,0,0,0,0,RADIL
XAF1,2,3,3,0,XAF1
CGA,0,0,0,0,CGA
CCDC12,3,3,3,0,CCDC12
RAI1,0,0,1,0,RAI1
TFR2,0,1,0,0,TFR2
SMU1,0,0,1,0,SMU1
CLEC4C,0,0,0,0,CLEC4C
PRKCG,2,3,2,0,PRKCG
GPBP1,2,2,2,0,GPBP1
C9orf50,1,1,1,0,C9orf50
SSTR3,1,1,0,0,SSTR3
PILRA,0,0,0,0,PILRA
MRPL38,2,1,1,0,MRPL38
TFB2M,2,2,2,0,TFB2M
VPS13A,1,1,1,0,VPS13A
MRPL20,0,2,1,0,MRPL20
LIFR,0,0,0,0,LIFR
BCL2L1,2,2,2,0,BCL2L1
TRAF1,1,2,1,0,TRAF1
COA1,1,1,1,0,COA1
PLEKHG3,0,0,0,0,PLEKHG3
AASS,0,0,0,0,AASS
TECTA,0,0,0,0,TECTA
LGALS3,0,0,0,0,LGALS3
TCEAL5,2,2,2,0,TCEAL5
SLC26A6,2,1,1,0,SLC26A6
EVI5,2,3,2,0,EVI5
NUBPL,0,1,0,0,NUBPL
AHNAK2,0,0,1,0,AHNAK2
TAF13,3,3,3,0,TAF13
ELF3,0,0,0,0,ELF3
NMI,2,3,2,0,NMI
WARS2,2,2,1,0,WARS2
AK3,0,0,0,0,AK3
POLR2J3,0,0,0,0,POLR2J3
ASCC1,3,3,3,0,ASCC1
PAN3,0,0,0,0,PAN3
CD84,0,1,1,0,CD84
APOA2,2,3,2,0,APOA2
SCUBE1,2,2,2,0,SCUBE1
SLC16A7,0,0,0,0,SLC16A7
SMTN,3,3,3,0,SMTN
CD2AP,0,2,1,0,CD2AP
GIPC3,0,0,0,0,GIPC3
PRPH2,0,0,0,0,PRPH2
DRG2,2,2,2,0,DRG2
POU4F1,1,1,1,0,POU4F1
EEF1E1,1,2,2,0,EEF1E1
NCOA1,3,3,3,0,NCOA1
MYO10,0,0,0,0,MYO10
GPR61,0,0,0,0,GPR61
CCDC159,0,0,0,0,CCDC159
DHRS9,0,1,2,0,DHRS9
TTC1,0,0,0,0,TTC1
SPARCL1,0,0,0,0,SPARCL1
CCDC105,0,0,0,0,CCDC105
CAV2,3,3,3,0,CAV2
OOSP2,2,2,2,0,OOSP2
CLNS1A,3,3,3,0,CLNS1A
LAMB2,0,0,0,0,LAMB2
COX2,0,1,1,0,COX2
RSPH14,2,2,2,0,RSPH14
NBPF12,3,3,3,0,NBPF12
CLPP,0,0,0,0,CLPP
CCDC102B,2,2,2,0,CCDC102B
STX12,2,2,2,0,STX12
HEYL,2,2,2,0,HEYL
UBA7,0,0,0,0,UBA7
UST,3,2,2,0,UST
L1CAM,0,1,0,0,L1CAM
FUT3,1,3,2,0,FUT3
FANCD2,1,1,1,0,FANCD2
KCNJ15,3,3,3,0,KCNJ15
GPBAR1,0,0,0,0,GPBAR1
YBX2,1,0,0,0,YBX2
C20orf27,3,3,3,0,C20orf27
NXF3,1,0,2,0,NXF3
CDK20,1,2,1,0,CDK20
SRL,3,3,0,0,SRL
CYP3A43,0,0,0,0,CYP3A43
ATP6V1H,1,2,0,0,ATP6V1H
AQP12A,1,1,0,0,AQP12A
TMEM213,2,2,2,0,TMEM213
COQ9,0,0,0,0,COQ9
PSRC1,0,0,0,0,PSRC1
CEBPA,1,1,2,0,CEBPA
ACVR2B,0,0,0,0,ACVR2B
CXXC5,0,0,0,0,CXXC5
DGLUCY,0,0,0,0,DGLUCY
POF1B,0,0,0,0,POF1B
ENTPD2,3,3,2,0,ENTPD2
DKK4,0,0,0,0,DKK4
PAK1IP1,0,0,0,0,PAK1IP1
ENAH,0,0,0,0,ENAH
HCFC1R1,2,3,0,0,HCFC1R1
VSIG1,0,0,1,0,VSIG1
RUNX2,0,0,0,0,RUNX2
ZNF263,2,3,3,0,ZNF263
CD3EAP,0,0,0,0,CD3EAP
SNX1,1,1,1,0,SNX1
DZIP1L,2,3,3,0,DZIP1L
DERL2,2,3,2,0,DERL2
SCFD2,1,0,0,0,SCFD2
TGM3,0,0,0,0,TGM3
CRYM,0,1,0,0,CRYM
PM20D2,3,3,3,0,PM20D2
MTA1,3,3,3,0,MTA1
GBE1,2,2,2,0,GBE1
TCEAL6,2,2,0,0,TCEAL6
ENY2,2,2,2,0,ENY2
EPPK1,0,1,0,0,EPPK1
AGFG1,0,0,0,0,AGFG1
CHST8,3,3,3,0,CHST8
FBRS,3,2,2,0,FBRS
URI1,0,0,0,0,URI1
H4C9,0,3,2,0,H4C9
IKZF3,0,0,0,0,IKZF3
RNF8,3,2,3,0,RNF8
TMEM88B,0,0,0,0,TMEM88B
TXNDC15,0,0,0,0,TXNDC15
S100P,2,3,2,0,S100P
CA14,2,2,2,0,CA14
ESCO1,0,2,1,0,ESCO1
HEXA,2,3,2,0,HEXA
PACSIN3,0,0,0,0,PACSIN3
NKX6-1,1,3,2,0,NKX6-1
TMEM52B,0,0,0,0,TMEM52B
TBC1D3D,0,0,0,0,TBC1D3D
PRDX1,0,0,0,0,PRDX1
DNAH17,0,0,0,0,DNAH17
KRR1,2,3,0,0,KRR1
PSAPL1,0,0,0,0,PSAPL1
RPF1,2,3,2,0,RPF1
CIITA,0,0,0,0,CIITA
ZNF282,0,0,0,0,ZNF282
ABCA1,2,2,2,0,ABCA1
TOP1MT,2,2,2,0,TOP1MT
MSH6,1,1,1,0,MSH6
ELF4,0,0,0,0,ELF4
MROH2B,0,0,0,0,MROH2B
GPRIN1,0,0,0,0,GPRIN1
COQ2,0,0,0,0,COQ2
C1orf52,0,0,0,0,C1orf52
MLC1,2,2,2,0,MLC1
HNRNPC,0,0,0,0,HNRNPC
SERPINA7,0,0,0,0,SERPINA7
AC012184.2,0,0,0,0,AC012184.2
RPGR,0,0,0,0,RPGR
ARHGAP17,0,0,0,0,ARHGAP17
RPS10,2,1,2,0,RPS10
POLR2G,0,0,0,0,POLR2G
RAB10,3,3,3,0,RAB10
ABCB4,3,1,0,0,ABCB4
CKAP4,2,1,1,0,CKAP4
NXPH2,1,1,1,0,NXPH2
CNP,0,0,0,0,CNP
PCNP,0,0,0,0,PCNP
CEP170B,0,0,0,0,CEP170B
SMYD1,0,0,0,0,SMYD1
KIF19,1,2,1,0,KIF19
CTDSPL,2,2,2,0,CTDSPL
CD5L,2,2,1,0,CD5L
NDFIP1,0,0,0,0,NDFIP1
KDM2A,0,0,0,0,KDM2A
LOC102724488,1,1,2,0,LOC102724488
MAFG,0,0,0,0,MAFG
IARS1,2,2,2,0,IARS1
FMC1-LUC7L2,2,2,2,0,FMC1-LUC7L2
PMPCB,2,3,3,0,PMPCB
SDE2,0,3,2,0,SDE2
ZNF746,2,2,2,0,ZNF746
SMIM13,2,3,3,0,SMIM13
TSPYL4,2,2,2,0,TSPYL4
RPL19,2,3,2,0,RPL19
KCNMB4,2,2,1,0,KCNMB4
XRCC5,0,0,0,0,XRCC5
LARP4B,2,2,2,0,LARP4B
KIT,0,0,0,0,KIT
PTPMT1,0,0,0,0,PTPMT1
CDO1,0,1,1,0,CDO1
FUT11,3,3,3,0,FUT11
IRF7,2,2,2,0,IRF7
SIL1,0,0,0,0,SIL1
VPREB3,3,3,2,0,VPREB3
MIPEP,1,1,0,0,MIPEP
EIF3D,0,0,0,0,EIF3D
YPEL5,0,0,0,0,YPEL5
TPPP3,1,1,0,0,TPPP3
SLC18A1,1,1,0,0,SLC18A1
CD33,2,2,2,0,CD33
BCAP29,0,1,1,0,BCAP29
RBM27,2,2,0,0,RBM27
